hero,weapon,field,before,after,originalValue,evidenceLevel,sourceField,reference
6,MachineGunGirl,paintDepthBreakMin,,1.17,1.17,source-explicit,PaintParam.DepthScaleMinBreakFree,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,paintDepthMax,,1.83,1.83,source-explicit,PaintParam.DepthScaleMax,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,paintDepthMin,,1.17,1.17,source-explicit,PaintParam.DepthScaleMin,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,paintDistanceFar,,18.72113824520531,25.0,source-explicit,PaintParam.DistanceFar,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,paintDistanceMiddle,,0.8237300827890337,1.1,source-explicit,PaintParam.DistanceMiddle,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,paintDropGravity,,43.13350251695304,,project-adaptation,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,paintDropLifetime,,5,,project-adaptation,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,paintHardness,0.55,0.55,,retained-project-value,,
6,MachineGunGirl,paintRadiusMax,1.5725756,1.572575612597246,2.1,source-explicit,PaintParam.WidthHalfNear,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,paintRadiusMin,1.4377834,1.4377834172317678,1.92,source-explicit,PaintParam.WidthHalfFar,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,paintStrength,1,1,,retained-project-value,,
6,MachineGunGirl,pelletCount,1,1,,retained-project-value,,
6,MachineGunGirl,portraitAddress,Portrait/MachineGunGirl,Portrait/MachineGunGirl,,retained-project-value,,
6,MachineGunGirl,projectileGravity,3.5,43.13350251695304,0.016,reference-simulator-default,MoveParam.FreeGravity,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,recoverInk,10,10,,retained-project-value,,
6,MachineGunGirl,referenceBiasMax,,0.3,0.3,source-explicit,WeaponParam.Stand_DegBiasMax,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,referenceBiasMin,,0.1,0.1,source-explicit,WeaponParam.Stand_DegBiasMin,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,referenceBiasPerShot,,0.02,,project-adaptation,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,referenceBiasRecovery,,0.3,,project-adaptation,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,referenceBrakeDrag,,0.36,0.36,reference-simulator-default,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,referenceBrakeEndSpeed,,87.16561966967592,1.94,source-explicit,MoveParam.GoStraightStateEndMaxSpeed,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,referenceBrakeGravity,,188.70907351166954,0.07,reference-simulator-default,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,referenceFootEvery,,1,,project-adaptation,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,referenceFootRadius,,1.1574156508715732,1.5456,source-explicit,SplashPaintParam.WidthHalfNearest,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,referenceFreeDrag,,0,0,reference-simulator-default,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,referenceJumpBias,,0.3,0.3,source-explicit,WeaponParam.Jump_DegBiasMax,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,referenceJumpEnd,,1.1666666666666667,70,source-explicit,WeaponParam.Jump_DegBiasEndFrame,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,referenceJumpStart,,0.4166666666666667,25,source-explicit,WeaponParam.Jump_DegBiasDecreaseStartFrame,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,referencePitchBias,,0.4,0.4,source-explicit,WeaponParam.PitchDegBias,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,referencePlayerRadius,,0.1684902442068478,0.225,source-explicit,CollisionParam.EndRadiusForPlayer,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,referenceRules,,1,,project-adaptation,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,referenceSpreadEnabled,,1,,project-adaptation,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,referenceTrailBudget,,1.0,1.0,source-explicit,SplashSpawnParam.SpawnNum,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,referenceTrailRandomPhase,,1,,project-adaptation,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,referenceTrailStart,,0.0,0.0,source-explicit,SplashSpawnParam.SpawnNearestLength,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,semiBufferSeconds,0,0,,retained-project-value,,
6,MachineGunGirl,shootMoveSpeed,3.125,2.6958439073095644,0.06,source-explicit,WeaponParam.MoveSpeed,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,shotInk,0.530303,0.530303,,retained-project-value,,
6,MachineGunGirl,speedMax,114.12406,114.12406,,retained-project-value,,
6,MachineGunGirl,speedMin,101.54346,101.54346,,retained-project-value,,
6,MachineGunGirl,splatlingChargeJumpSpeed,2.695844,2.695844,,retained-project-value,,
6,MachineGunGirl,splatlingChargeMoveSpeed,2.2916667,1.9769521986936804,0.044,source-explicit,WeaponParam.MoveSpeed_Charge,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,splatlingFirstChargeSeconds,1.5,2,120,source-explicit,WeaponParam.ChargeFrame_First,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,splatlingFirstShootSeconds,2.1666666666666665,2.1666666666666665,,retained-project-value,,
6,MachineGunGirl,splatlingFootEvery,1,1,,retained-project-value,,
6,MachineGunGirl,splatlingFootRadius,1.1574156,1.1574156,,retained-project-value,,
6,MachineGunGirl,splatlingFullShootSeconds,4.333333333333333,4.333333333333333,,retained-project-value,,
6,MachineGunGirl,splatlingMinChargeSeconds,0.13333333333333333,0.13333333333333333,,retained-project-value,,
6,MachineGunGirl,splatlingPitchSpread,3,2.0,2.0,source-explicit,WeaponParam.PitchDegSwerve,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,splatlingPlayerRadius,0.16849025,0.16849025,,retained-project-value,,
6,MachineGunGirl,splatlingPostSeconds,0.06666666666666667,0.06666666666666667,,retained-project-value,,
6,MachineGunGirl,splatlingSlowChargeMultiplier,3,3,,retained-project-value,,
6,MachineGunGirl,splatlingSpeedBias,0.2,0.2,,retained-project-value,,
6,MachineGunGirl,splatlingSpreadBias,0.3,0.3,,retained-project-value,,
6,MachineGunGirl,splatlingTrailCount,1,1,,retained-project-value,,
6,MachineGunGirl,spreadDegrees,3,3.0,3.0,source-explicit,WeaponParam.Stand_DegSwerve,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,spreadExpandSeconds,1,1,,retained-project-value,,
6,MachineGunGirl,spreadRecoverSeconds,0.5,0.5,,retained-project-value,,
6,MachineGunGirl,startSeconds,0,0,,retained-project-value,,
6,MachineGunGirl,straightSeconds,0,0.13333333333333333,8,source-explicit,MoveParam.GoStraightToBrakeStateFrame,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,swimAcceleration,50,50,,retained-project-value,,
6,MachineGunGirl,swimHealthRecoverRate,60,60,,retained-project-value,,
6,MachineGunGirl,swimRecoverInk,33.333332,33.333332,,retained-project-value,,
6,MachineGunGirl,swimSpeed,7.2,7.7640305,0.1728,source-explicit,Common.1130,Tools/ValidationData/WeaponAudit/Common.1130.json
6,MachineGunGirl,trailDepthScale,,1.5,1.5,source-explicit,SplashPaintParam.DepthScaleMax,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,trailMaxDrop,2.4,2.4,,retained-project-value,,
6,MachineGunGirl,trailRadiusMax,0.96451306,0.9645130423929776,1.288,source-explicit,SplashPaintParam.WidthHalf,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,trailRadiusMin,0.96451306,0.9645130423929776,1.288,source-explicit,SplashPaintParam.WidthHalf,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,trailSpacing,0.35,17.597869950492992,23.5,source-explicit,SplashSpawnParam.SpawnBetweenLength,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,wallDropGroundRadius,,0.44930731788492745,0.6,source-explicit,WallDropCollisionPaintParam.PaintRadiusGround,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,wallDropRadius,,0.48674959437533805,0.65,source-explicit,WallDropCollisionPaintParam.PaintRadiusFall,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,wallDropSeconds,,1.0,,project-adaptation,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,wallDropSpeed,,2.6958439073095644,0.06,source-explicit,WallDropMoveParam.FallPeriodFirstTargetSpeed,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSpinnerHyper.game__GameParameterTable.json
6,MachineGunGirl,wallGraceSeconds,0.1,0.1,,retained-project-value,,
6,MachineGunGirl,wallJumpSpeed,4,4,,retained-project-value,,
6,MachineGunGirl,wallProbeDistance,0.6,0.6,,retained-project-value,,
6,MachineGunGirl,wallSwimSpeed,4,4,,retained-project-value,,
6,MachineGunGirl,weaponConfigPath,Assets/GameResource/Weapons/MachineGunGirl/MachineGunGirlWeaponConfig.asset,Assets/GameResource/Weapons/MachineGunGirl/MachineGunGirlWeaponConfig.asset,,retained-project-value,,
6,MachineGunGirl,weaponPrefabAddress,Weapon/MachineGun,Weapon/MachineGun,,retained-project-value,,
6,MachineGunGirl,weaponTypeName,蓄力旋转机枪,蓄力旋转机枪,,retained-project-value,,
7,BubbleGirl,airSwimBraking,30,30,,retained-project-value,,
7,BubbleGirl,airSwimFallSpeed,1.5,1.5,,retained-project-value,,
7,BubbleGirl,airSwimGravity,4,4,,retained-project-value,,
7,BubbleGirl,airSwimSpeed,6,6,,retained-project-value,,
7,BubbleGirl,baseJumpSpreadDegrees,0,0,,retained-project-value,,
7,BubbleGirl,baseSpreadDegrees,0,0,,retained-project-value,,
7,BubbleGirl,brakeSeconds,0.13333333333333333,0.016666666666666666,1,source-explicit,Unit.MoveParam.BrakeToFreeStateFrame,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,brakeSpeedMultiplier,1,1,,retained-project-value,,
7,BubbleGirl,bubbleAirSpeed,,22.9146732121313,0.51,source-explicit,Unit.SpawnSpeedAir,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,bubbleBouncePaintDecrement,,0.03744227649041062,-0.05,source-explicit,BounceGroupParam.BounceParam.1.AfterOffsetPaintRadiusFirstBnce,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,bubbleFieldGrowSeconds,,0.06666666666666667,4,source-explicit,Unit.CollisionParam.ChangeFrameForField,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,bubbleFirstBouncePaintRadius,,1.2355951241835503,1.65,source-explicit,BounceGroupParam.BounceParam.0.PaintRadiusFirstBounce,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,bubbleGroundBounces,3,3,,retained-project-value,,
7,BubbleGirl,bubbleInitialRadiusRate,,0.09999999999999999,0.075,source-explicit,Unit.CollisionParam.InitRadiusForField,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,bubbleIntervalSeconds,0.05,0.08333333333333333,,project-adaptation,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,bubbleLaterAirSpeed,,22.46536589424637,0.5,source-explicit,Unit.SpawnSpeedAir,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,bubbleLaterBouncePaintRadius,,0.9884760993468404,1.32,source-explicit,BounceGroupParam.BounceParam.1.PaintRadiusFirstBounce,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,bubbleLaterFieldRadius,,0.3744227649041062,0.5,source-explicit,Unit.CollisionParam.EndRadiusForField,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,bubbleLaterImpactRadius,,0.8911261804717727,1.19,source-explicit,Unit.PaintParam.WidthHalfNear,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,bubbleLaterPlayerRadius,,0.42684195199068103,0.57,source-explicit,Unit.CollisionParam.EndRadiusForPlayer,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,bubbleLaterSpeed,,23.813287847901154,0.53,source-explicit,Unit.SpawnSpeedGround,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,bubbleMaxBounces,6,6,,retained-project-value,,
7,BubbleGirl,bubbleNormalRetention,0.72,0.72,,retained-project-value,,
7,BubbleGirl,bubblePlayerGrowSeconds,,0.08333333333333333,5,source-explicit,Unit.CollisionParam.ChangeFrameForPlayer,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,bubbleRadiusDecrement,,0.022465365894246372,-0.03,source-explicit,Unit.CollisionParam.AfterOffsetEndRadiusForField,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,bubbleSpeedDecrement,,0.44930731788492745,0.0,source-explicit,Unit.AfterOffsetSpawnSpeed,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,bubbleTangentRetention,0.9,0.9,,retained-project-value,,
7,BubbleGirl,bubbleUpwardRate,,0.2,0.2,source-explicit,Unit.AddSpawnSpeedYRateByXZ,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,bubbleVolleySeconds,0.55,0.5333333333333333,32,source-explicit,WeaponParam.RepeatFrame,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,bubbleWallRetention,0.9,0.9,,retained-project-value,,
7,BubbleGirl,burstCount,4,4,,retained-project-value,,
7,BubbleGirl,burstRecoverySeconds,0,0,,retained-project-value,,
7,BubbleGirl,characterGravity,22,22,,retained-project-value,,
7,BubbleGirl,characterPrefabAddress,Character/BubbleGirl,Character/BubbleGirl,,retained-project-value,,
7,BubbleGirl,chargeMinDamage,0,0,,retained-project-value,,
7,BubbleGirl,chargeMinInk,0,0,,retained-project-value,,
7,BubbleGirl,chargeMinJumpSpread,0,0,,retained-project-value,,
7,BubbleGirl,chargeMinRange,0,0,,retained-project-value,,
7,BubbleGirl,chargeMinSpeed,0,0,,retained-project-value,,
7,BubbleGirl,chargeMinSpread,0,0,,retained-project-value,,
7,BubbleGirl,chargePartialMaxDamage,0,0,,retained-project-value,,
7,BubbleGirl,chargeSeconds,0,0,,retained-project-value,,
7,BubbleGirl,collisionRadius,0.18,0.5616341473561592,0.75,source-explicit,Unit.CollisionParam.EndRadiusForField,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,damage,30,32,320,source-explicit,Unit.DamageParam.ValueMax,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,damageMin,30,32,320,source-explicit,Unit.DamageParam.ValueMin,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,damageReduceEndSeconds,0.3,0.3,,retained-project-value,,
7,BubbleGirl,damageReduceStartSeconds,0.06666666666666667,0.06666666666666667,,retained-project-value,,
7,BubbleGirl,displayName,沫澜,沫澜,,retained-project-value,,
7,BubbleGirl,effectiveRange,24,24,,retained-project-value,,
7,BubbleGirl,emergeStartSeconds,0.2,0.2,,retained-project-value,,
7,BubbleGirl,enemyInkDamageRate,20,20,,retained-project-value,,
7,BubbleGirl,enemyInkHealthFloor,60,60,,retained-project-value,,
7,BubbleGirl,enemyInkMultiplier,0.55,0.55,,retained-project-value,,
7,BubbleGirl,fireMode,5,5,,retained-project-value,,
7,BubbleGirl,fireRate,1.8181818,1.875,,project-adaptation,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,healthRecoverDelay,1,1,,retained-project-value,,
7,BubbleGirl,healthRecoverRate,30,30,,retained-project-value,,
7,BubbleGirl,id,7,7,,retained-project-value,,
7,BubbleGirl,inkRecoverLockSeconds,0.65,0.6666666666666666,40,source-explicit,WeaponParam.InkRecoverStop,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,jumpSpeed,7,7,,retained-project-value,,
7,BubbleGirl,jumpSpreadDegrees,0,0,,retained-project-value,,
7,BubbleGirl,landingSpreadRecoverSeconds,0.2,0.2,,retained-project-value,,
7,BubbleGirl,lifetime,2.4,2.4,,retained-project-value,,
7,BubbleGirl,mantleSeconds,0.25,0.25,,retained-project-value,,
7,BubbleGirl,maxHealth,100,100,,retained-project-value,,
7,BubbleGirl,maxInk,100,100,,retained-project-value,,
7,BubbleGirl,motionMode,1,1,,retained-project-value,,
7,BubbleGirl,moveAcceleration,40,40,,retained-project-value,,
7,BubbleGirl,moveSpeed,5,4.31335,0.096,source-explicit,Common.1130,Tools/ValidationData/WeaponAudit/Common.1130.json
7,BubbleGirl,muzzleMode,0,0,,retained-project-value,,
7,BubbleGirl,name,BubbleGirl,BubbleGirl,,retained-project-value,,
7,BubbleGirl,neutralSwimSpeed,3,3,,retained-project-value,,
7,BubbleGirl,paintDepthBreakMax,,1.1,1.1,source-explicit,Unit.PaintParam.DepthScaleNear,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,paintDepthBreakMin,,1.1,1.1,source-explicit,Unit.PaintParam.DepthScaleFar,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,paintDepthMax,,1.1,1.1,source-explicit,Unit.PaintParam.DepthScaleNear,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,paintDepthMin,,1.1,1.1,source-explicit,Unit.PaintParam.DepthScaleFar,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,paintDistanceFar,,14.976910596164249,20.0,source-explicit,Unit.PaintParam.DistanceXZFar,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,paintDistanceMiddle,,3.744227649041062,5.0,source-explicit,Unit.PaintParam.DistanceXZNear,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
7,BubbleGirl,paintDropGravity,,43.13350251695304,,project-adaptation,,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json
