hero,weapon,field,before,after,evidence,reference,originalValue,sourceField,evidenceLevel,conversionFactor
7,BubbleGirl,paintDepthMin,<new field>,1.1,Unit.PaintParam.DepthScale,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,1.1,Unit.PaintParam.DepthScaleFar,source-explicit,1.0
7,BubbleGirl,paintDepthMax,<new field>,1.1,Unit.PaintParam.DepthScale,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,1.1,Unit.PaintParam.DepthScaleNear,source-explicit,1.0
7,BubbleGirl,paintDepthBreakMin,<new field>,1.1,Unit.PaintParam.DepthScale,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,1.1,Unit.PaintParam.DepthScaleFar,source-explicit,1.0
7,BubbleGirl,paintDepthBreakMax,<new field>,1.1,Unit.PaintParam.DepthScale,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,1.1,Unit.PaintParam.DepthScaleNear,source-explicit,1.0
7,BubbleGirl,referenceTrailBudget,<new field>,5,Unit.SplashParam.SpawnNum; first bubble only,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,5,Unit.SplashAndSplashWallHitSpawnPrm.Combination.0.TotalNum,source-explicit,1.0
7,BubbleGirl,trailDepthScale,<new field>,1.84,Unit.SplashParam.PaintDepthScale,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponSlosherBathtub.game__GameParameterTable.json,,Unit.SplashParam.0.DrawSizeCollisionPaintParam.PaintDepthScale,project-adaptation,
1,RifleGirl,moveSpeed,5,4.3133502516953035,Common.1130 no-gear movement * 60S,Tools/ValidationData/WeaponAudit/Common.1130.json,0.096,Common.1130,source-explicit,44.93073178849274
1,RifleGirl,swimSpeed,8,8.626700503390607,Common.1130 no-gear movement * 60S,Tools/ValidationData/WeaponAudit/Common.1130.json,0.192,Common.1130,source-explicit,44.93073178849274
2,DualPistolGirl,moveSpeed,5,4.3133502516953035,Common.1130 no-gear movement * 60S,Tools/ValidationData/WeaponAudit/Common.1130.json,0.096,Common.1130,source-explicit,44.93073178849274
2,DualPistolGirl,swimSpeed,8,8.626700503390607,Common.1130 no-gear movement * 60S,Tools/ValidationData/WeaponAudit/Common.1130.json,0.192,Common.1130,source-explicit,44.93073178849274
3,ShotgunGirl,moveSpeed,5,4.3133502516953035,Common.1130 no-gear movement * 60S,Tools/ValidationData/WeaponAudit/Common.1130.json,0.096,Common.1130,source-explicit,44.93073178849274
3,ShotgunGirl,swimSpeed,8,8.626700503390607,Common.1130 no-gear movement * 60S,Tools/ValidationData/WeaponAudit/Common.1130.json,0.192,Common.1130,source-explicit,44.93073178849274
4,PistolGirl,moveSpeed,5,4.672796106003245,Common.1130 no-gear movement * 60S,Tools/ValidationData/WeaponAudit/Common.1130.json,0.104,Common.1130,source-explicit,44.93073178849274
4,PistolGirl,swimSpeed,8,9.058035528560136,Common.1130 no-gear movement * 60S,Tools/ValidationData/WeaponAudit/Common.1130.json,0.2016,Common.1130,source-explicit,44.93073178849274
5,RocketLauncherGirl,moveSpeed,5,4.3133502516953035,Common.1130 no-gear movement * 60S,Tools/ValidationData/WeaponAudit/Common.1130.json,0.096,Common.1130,source-explicit,44.93073178849274
5,RocketLauncherGirl,swimSpeed,8,8.626700503390607,Common.1130 no-gear movement * 60S,Tools/ValidationData/WeaponAudit/Common.1130.json,0.192,Common.1130,source-explicit,44.93073178849274
6,MachineGunGirl,moveSpeed,4.583333333333333,3.953904397387361,Common.1130 no-gear movement * 60S,Tools/ValidationData/WeaponAudit/Common.1130.json,0.088,Common.1130,source-explicit,44.93073178849274
6,MachineGunGirl,swimSpeed,7.2,7.7640304530515465,Common.1130 no-gear movement * 60S,Tools/ValidationData/WeaponAudit/Common.1130.json,0.1728,Common.1130,source-explicit,44.93073178849274
7,BubbleGirl,moveSpeed,5,4.3133502516953035,Common.1130 no-gear movement * 60S,Tools/ValidationData/WeaponAudit/Common.1130.json,0.096,Common.1130,source-explicit,44.93073178849274
7,BubbleGirl,swimSpeed,8,8.626700503390607,Common.1130 no-gear movement * 60S,Tools/ValidationData/WeaponAudit/Common.1130.json,0.192,Common.1130,source-explicit,44.93073178849274
